url,domain,creation_date,url_length,domain_length,dots_count,hyphens_count,special_chars_count,domain_entropy,domain_age_days
xn--yobusiness-04b33812c.sbi,xn--yobusiness-04b33812c.sbi,,28,28,1,3,0,3.9677201004744993,
www.hb11x.com,www.hb11x.com,2025-09-30 14:15:57+00:00,13,13,2,0,0,3.0269868333592873,5.0
www.vpn-client.innonics.de,www.vpn-client.innonics.de,,26,26,3,1,0,3.551428065028507,
xn--ciccareers-0sb1a.com,xn--ciccareers-0sb1a.com,,24,24,1,3,0,3.720175521464345,
xn----7sbjdcvabco7afbe6ek.xn--p1ai,xn----7sbjdcvabco7afbe6ek.xn--p1ai,,34,34,1,6,0,4.057476076289931,
xn--iciicreers-cnc4050g.com,xn--iciicreers-cnc4050g.com,,27,27,1,3,0,3.676390632579626,
ww25.cdn1.smutlesbians.com,ww25.cdn1.smutlesbians.com,2025-08-25 19:19:58+00:00,26,26,3,0,0,4.026986833359287,41.0
e0d388dcf1a324e66f3b6736.keenetic.io,e0d388dcf1a324e66f3b6736.keenetic.io,2017-10-05 15:12:18+00:00,36,36,2,0,0,4.069657210485734,2922.0
winterservidche.com,winterservidche.com,2025-10-03 11:00:31+00:00,19,19,1,0,0,3.6818808028034025,3.0
www.realchurchbreck.com,www.realchurchbreck.com,2022-12-13 01:41:52+00:00,23,23,2,0,0,3.5013978254341027,1028.0
xn--bobibnkin-p2a65z.com,xn--bobibnkin-p2a65z.com,,24,24,1,3,0,3.823934896284056,
www.rd.buypowerbank.co.uk,www.rd.buypowerbank.co.uk,2017-06-01 00:00:00+00:00,25,25,4,0,0,3.6038561897747248,3049.0
dcxinc.com,dcxinc.com,2021-02-05 19:18:21+00:00,10,10,1,0,0,2.8464393446710154,1703.0
xn--iicidirect-4lb.com,xn--iicidirect-4lb.com,,22,22,1,3,0,3.6635327548042547,
c2015.compute.cpt1.edc.strln.net,c2015.compute.cpt1.edc.strln.net,2017-07-21 19:33:18+00:00,32,32,5,0,0,3.8011085007312415,2998.0
xn--icciban-chd7887g.com,xn--icciban-chd7887g.com,,24,24,1,3,0,3.720175521464345,
xn--ciciprulif-rlb93a.com,xn--ciciprulif-rlb93a.com,,25,25,1,3,0,3.9132696895151087,
xn--arte-0ya5f.in,xn--arte-0ya5f.in,,17,17,1,3,0,3.572469458770135,
gpzhb.top,gpzhb.top,2025-08-05 05:40:25+00:00,9,9,1,0,0,2.94770277922009,62.0
k00qlib.mongodb.net,k00qlib.mongodb.net,2009-11-22 16:43:41+00:00,19,19,2,0,0,3.721611723969901,5796.0
mdcon.cnt.br,mdcon.cnt.br,2017-08-04 00:00:00+00:00,12,12,2,0,0,3.084962500721156,2985.0
wildcard.botmaster.adansoftware.com,wildcard.botmaster.adansoftware.com,2022-12-20 15:39:49+00:00,35,35,3,0,0,3.8325950745091335,1020.0
fthby.fivestarfitnessinc.com,fthby.fivestarfitnessinc.com,2022-09-14 20:43:09+00:00,28,28,2,0,0,3.842370993177109,1117.0
dadsbarbecueandcatering.com,dadsbarbecueandcatering.com,2022-07-07 15:05:01+00:00,27,27,1,0,0,3.7080481500712312,1186.0
xn--iciicarers-66a08a.com,xn--iciicarers-66a08a.com,,25,25,1,3,0,3.7230741894285697,
xn--iciclombrd-m5a166a.com,xn--iciclombrd-m5a166a.com,,26,26,1,3,0,3.8441065448145384,
cpcalendars.appliedconsumer.com,cpcalendars.appliedconsumer.com,2002-02-21 00:51:14+00:00,31,31,2,0,0,3.719852358564604,8628.0
cognibotic.com,cognibotic.com,2019-05-15 02:26:25+00:00,14,14,1,0,0,2.9852281360342516,2336.0
xn--aitl-dpa88o.com,xn--aitl-dpa88o.com,,19,19,1,3,0,3.6818808028034025,
www.frontandcenteroncology.com,www.frontandcenteroncology.com,2025-09-30 18:21:44+00:00,30,30,2,0,0,3.6695767463163937,5.0
zymphbnyuvwww.fortigatevpn.r01.com,zymphbnyuvwww.fortigatevpn.r01.com,2001-07-02 12:46:18+00:00,34,34,3,0,0,4.337175341123077,8861.0
bobibankimq.com,bobibankimq.com,,15,15,1,0,0,3.1898980954642875,
xn--dclife-9mc9548c.com,xn--dclife-9mc9548c.com,,23,23,1,3,0,3.795088586397732,
xn--cicibark-9ud.com,xn--cicibark-9ud.com,,20,20,1,3,0,3.746439344671016,
www.remote.junic.com,www.remote.junic.com,2002-04-01 19:35:14+00:00,20,20,3,0,0,3.4464393446710155,8588.0
dc.xn--crsor-xsa07a.gov.in,dc.xn--crsor-xsa07a.gov.in,,26,26,3,3,0,3.7962176025900565,
a97cdee8e4334e0e810e15719bbdc3d4.plex.direct,a97cdee8e4334e0e810e15719bbdc3d4.plex.direct,,44,44,2,0,0,4.027169118440618,
blackfoodcollective.com,blackfoodcollective.com,2020-02-13 00:25:48+00:00,23,23,1,0,0,3.5342190211803404,2062.0
www.rdweb.blueshieldcal.com,www.rdweb.blueshieldcal.com,2018-02-26 11:55:14+00:00,27,27,3,0,0,3.7080481500712312,2779.0
www.iptv.teraidc.com.br,www.iptv.teraidc.com.br,2014-05-14 00:00:00+00:00,23,23,4,0,0,3.6211755429194707,4163.0
www.sluggishbitcoin.xyz,www.sluggishbitcoin.xyz,2025-09-27 02:18:25+00:00,23,23,2,0,0,3.8492239123906247,9.0
yshib.direct.quickconnect.cn,yshib.direct.quickconnect.cn,2015-09-21 16:59:02+00:00,28,28,3,0,0,3.7404155298816324,3667.0
accounts.xn--movloud-kcb52g.in,accounts.xn--movloud-kcb52g.in,,30,30,2,3,0,4.139572261986723,
xn--b1card-9jb.com,xn--b1card-9jb.com,,18,18,1,3,0,3.6835423624332306,
hrfclife.com,hrfclife.com,,12,12,1,0,0,3.2516291673878226,
xn--bankofbara-z4d28b.in,xn--bankofbara-z4d28b.in,,24,24,1,3,0,3.792481250360578,
xn--iiciombard-uxb8746f.com,xn--iiciombard-uxb8746f.com,,27,27,1,3,0,4.032303242743952,
queens-bankalb3.rollout.site,queens-bankalb3.rollout.site,2024-10-24 14:54:39+00:00,28,28,2,1,0,3.896291529045928,346.0
0f15jqhibq869e60.myfritz.net,0f15jqhibq869e60.myfritz.net,,28,28,2,0,0,4.2359263506290326,
xn--iciidrect-fpb09g.com,xn--iciidrect-fpb09g.com,,24,24,1,3,0,3.9906015629507223,
xn--hdfcer-gxa94a.com,xn--hdfcer-gxa94a.com,,21,21,1,3,0,3.880179922675738,
www.hyderabadcakes.com,www.hyderabadcakes.com,2002-01-25 07:08:28+00:00,22,22,2,0,0,3.6635327548042547,8655.0
calculator.ziplinemail.in,calculator.ziplinemail.in,2020-12-31 09:02:14.722000+00:00,25,25,2,0,0,3.573660689688186,1740.0
xn--iciilbank-2eb.com,xn--iciilbank-2eb.com,,21,21,1,3,0,3.6537567082870015,
www.rdp.ibboa.com,www.rdp.ibboa.com,2022-04-15 09:30:16+00:00,17,17,3,0,0,3.29277019393699,1270.0
dcyida.com,dcyida.com,2023-03-08 19:10:25+00:00,10,10,1,0,0,2.9219280948873623,942.0
xn--bbbanking-h5a1h.com,xn--bbbanking-h5a1h.com,,23,23,1,3,0,3.729446194905256,
xn--icciombard-78a676b.com,xn--icciombard-78a676b.com,,26,26,1,3,0,3.7962176025900565,
www.sunicornejo.com,www.sunicornejo.com,2024-11-22 23:01:59+00:00,19,19,2,0,0,3.431623565847431,317.0
www.mahakalivibroscreen.com.allkey.in,www.mahakalivibroscreen.com.allkey.in,2022-06-02 12:15:05.927000+00:00,37,37,4,0,0,3.938654716746413,1221.0
wp.kvhqdoopsyppvcc.polifonic.io,wp.kvhqdoopsyppvcc.polifonic.io,2015-04-14 06:53:53+00:00,31,31,3,0,0,3.6805207150525514,3828.0
www.remoteaccess.machibura.com,www.remoteaccess.machibura.com,2012-12-03 19:28:50+00:00,30,30,3,0,0,3.647742678581274,4689.0
xn--ynobusines-ecb9151g.sbi,xn--ynobusines-ecb9151g.sbi,,27,27,1,3,0,3.8282375018429544,
xn--bobbnking-o2a1h.com,xn--bobbnking-o2a1h.com,,23,23,1,3,0,3.6966249991590185,
endchildpoverty.com.au,endchildpoverty.com.au,,22,22,2,0,0,4.004886164091843,
ouib.zendesk.com,ouib.zendesk.com,2005-05-16 18:05:12+00:00,16,16,2,0,0,3.625,7447.0
control.vpce-0c7410ae0c19bdc6d-0geii3mq-us-east-1a.s3.us-east-1.vpce.amazonaws.com,control.vpce-0c7410ae0c19bdc6d-0geii3mq-us-east-1a.s3.us-east-1.vpce.amazonaws.com,2005-08-18 02:10:45+00:00,82,82,6,7,0,4.491776963392261,7354.0
garypascal.kochbrothersmysteryshow.com,garypascal.kochbrothersmysteryshow.com,2015-03-12 21:46:07+00:00,38,38,2,0,0,3.9053077763737467,3860.0
api.ggibet99.online,api.ggibet99.online,2024-09-07 13:06:12+00:00,19,19,2,0,0,3.471354487013929,393.0
yenobusiness.sbi,yenobusiness.sbi,,16,16,1,0,0,3.0,
xn--mal-9la65a.gov.in,xn--mal-9la65a.gov.in,,21,21,2,3,0,3.6537567082870015,
omnicontrol.pages.dev,omnicontrol.pages.dev,,21,21,2,0,0,3.880179922675738,
xn--ynobusine-vxb2ua.sbi,xn--ynobusine-vxb2ua.sbi,,24,24,1,3,0,3.6572682296173893,
xn--obibaning-zy5d0s.com,xn--obibaning-zy5d0s.com,,24,24,1,3,0,3.938721875540867,
xn--onlnsbi-mya055a.sbi,xn--onlnsbi-mya055a.sbi,,23,23,1,3,0,3.6753108689123635,
pmckxemail.cedercrest.com,pmckxemail.cedercrest.com,2004-10-08 20:36:40+00:00,25,25,2,0,0,3.653660689688186,7667.0
xn--onliesb-hfb5t.sbi,xn--onliesb-hfb5t.sbi,,21,21,1,3,0,3.6537567082870015,
www.organiczones.in,www.organiczones.in,2023-08-08 18:02:43.576000+00:00,19,19,2,0,0,3.431623565847431,789.0
xn--bnkofbaoda-3gb82h.in,xn--bnkofbaoda-3gb82h.in,,24,24,1,3,0,3.823934896284056,
dc.xn--crsog-r4a4w.gov.in,dc.xn--crsog-r4a4w.gov.in,,25,25,3,3,0,3.7834651896016473,
realestatemanager.com,realestatemanager.com,2000-10-01 02:56:54+00:00,21,21,1,0,0,3.3446983751597124,9136.0
xn--icieilombad-28e.com,xn--icieilombad-28e.com,,23,23,1,3,0,3.762267390651494,
www.dashboard.bitcoinuniverse.io,www.dashboard.bitcoinuniverse.io,2024-09-01 22:16:09+00:00,32,32,3,0,0,3.8667292966721747,399.0
www.rdp.vodcasten.de,www.rdp.vodcasten.de,,20,20,3,0,0,3.508694969562842,
xn--bobiarking-t31e.com,xn--bobiarking-t31e.com,,23,23,1,3,0,3.9690016298759927,
icrtc.co.in,icrtc.co.in,,11,11,2,0,0,2.6635327548042547,
device-local-9190fdcd-8db1-49ac-bdd2-c602b803770d.remotewd.com,device-local-9190fdcd-8db1-49ac-bdd2-c602b803770d.remotewd.com,,62,62,2,6,0,4.320579979497451,
fc372d2a78b249ce940cfddc434f6482.plex.direct,fc372d2a78b249ce940cfddc434f6482.plex.direct,,44,44,2,0,0,4.124680346973649,
tadcofg.com,tadcofg.com,2024-10-04 15:06:41+00:00,11,11,1,0,0,3.095795255000934,366.0
accesspoint.vpce-00dc89e67141f52e4-ve3dyxek-ap-southeast-6b.s3.ap-southeast-6.vpce.amazonaws.com,accesspoint.vpce-00dc89e67141f52e4-ve3dyxek-ap-southeast-6b.s3.ap-southeast-6.vpce.amazonaws.com,2005-08-18 02:10:45+00:00,96,96,6,7,0,4.6105973350578715,7354.0
xn--itel-koa57v.com,xn--itel-koa57v.com,,19,19,1,3,0,3.8924071185928764,
www.wildcard.mymigraines.com,www.wildcard.mymigraines.com,2007-11-24 15:08:44+00:00,28,28,3,0,0,3.7264741182543757,6525.0
cpanel.jetsiber.com,cpanel.jetsiber.com,2021-02-08 12:32:28+00:00,19,19,2,0,0,3.787143960698139,1700.0
xn--iicidiret-2db0b.com,xn--iicidiret-2db0b.com,,23,23,1,3,0,3.708132064658601,
tls.canarya67c643be729.xg4hbr.c7.kafka.eu-central-1.amazonaws.com,tls.canarya67c643be729.xg4hbr.c7.kafka.eu-central-1.amazonaws.com,2005-08-18 02:10:45+00:00,65,65,7,2,0,4.502213967636536,7354.0
xn--onlnesb1-w2a.sbi,xn--onlnesb1-w2a.sbi,,20,20,1,3,0,3.6464393446710157,
neighborhoodplumbingidaho.com,neighborhoodplumbingidaho.com,2024-03-04 00:33:50+00:00,29,29,1,0,0,3.784897702756408,581.0
1daizhibo.cc,1daizhibo.cc,2024-12-14 08:46:49+00:00,12,12,1,0,0,3.2516291673878226,296.0
remoteapps.dcsf.com,remoteapps.dcsf.com,2001-11-15 19:50:55+00:00,19,19,2,0,0,3.5110854081804272,8725.0
xn--ciclbank-b2a.com,xn--ciclbank-b2a.com,,20,20,1,3,0,3.5464393446710156,
c2034.compute.nrt2.edc.strln.net,c2034.compute.nrt2.edc.strln.net,2017-07-21 19:33:18+00:00,32,32,5,0,0,3.8164280318460246,2998.0
xn--yobusiness-z4b2800g.sbi,xn--yobusiness-z4b2800g.sbi,,27,27,1,3,0,3.884155094595804,
scram.cfnlaunchpadcanarytes.ygp9jh.c2.kafka.ap-south-1.amazonaws.com,scram.cfnlaunchpadcanarytes.ygp9jh.c2.kafka.ap-south-1.amazonaws.com,2005-08-18 02:10:45+00:00,68,68,7,2,0,4.289895822538658,7354.0
xn--icicidiet-w0b0509e.com,xn--icicidiet-w0b0509e.com,,26,26,1,3,0,3.7671834678914613,
f3dc49cd9be2.database.azure.com,f3dc49cd9be2.database.azure.com,1994-10-25 04:00:00+00:00,31,31,3,0,0,3.9535656649464275,11304.0
rdg.shibusen.com,rdg.shibusen.com,2019-11-22 09:47:23+00:00,16,16,2,0,0,3.75,2145.0
femininevibe.shop,femininevibe.shop,,17,17,1,0,0,3.4104172527605194,
hostmaster.fightsportinternational.com,hostmaster.fightsportinternational.com,2019-05-23 11:35:24+00:00,38,38,2,0,0,3.7930798156766308,2328.0
xn--iicid1rect-lt9d.com,xn--iicid1rect-lt9d.com,,23,23,1,3,0,3.729446194905256,
xn--sbipy-6qa4b.sbi,xn--sbipy-6qa4b.sbi,,19,19,1,3,0,3.5368867237421675,
xn--bibanking-umc3801f.com,xn--bibanking-umc3801f.com,,26,26,1,3,0,4.026986833359287,
xn--icicprulif-67ar.com,xn--icicprulif-67ar.com,,23,23,1,3,0,3.8164027166443866,
ts.skloib.at,ts.skloib.at,,12,12,2,0,0,3.084962500721156,
navarremail.com,navarremail.com,2007-05-19 19:06:52+00:00,15,15,1,0,0,3.323231428797621,6714.0
mail.broadcastsystemsinternational.com,mail.broadcastsystemsinternational.com,2024-09-19 18:01:45+00:00,38,38,2,0,0,3.7576856586254093,381.0
xn--iciciprlfe-r8a25u.com,xn--iciciprlfe-r8a25u.com,,25,25,1,3,0,3.9932696895151083,
xn--ciciprlife-u8a29m.com,xn--ciciprlife-u8a29m.com,,25,25,1,3,0,3.9932696895151083,
lifeguardcertificationclass.net,lifeguardcertificationclass.net,2024-03-04 23:40:58+00:00,31,31,1,0,0,3.7600172778496534,580.0
agribusinessdigest.com.ng,agribusinessdigest.com.ng,,25,25,2,0,0,3.7034651896016473,
xn--bakofbroda-mgb37f.in,xn--bakofbroda-mgb37f.in,,24,24,1,3,0,3.8553885422075336,
xn--hdfceg-ugb0c.com,xn--hdfceg-ugb0c.com,,20,20,1,3,0,3.746439344671016,
www.cd.dclphotos.com,www.cd.dclphotos.com,2016-10-31 19:43:19+00:00,20,20,3,0,0,3.2709505944546686,3261.0
yasnaiabonfimduailibe.com.br,yasnaiabonfimduailibe.com.br,2024-12-11 00:00:00+00:00,28,28,2,0,0,3.7803946541231945,299.0
libertytax.my3cx.ca,libertytax.my3cx.ca,2018-11-16 10:38:30+00:00,19,19,2,0,0,3.6163485660751644,2516.0
mc6002.mindchip.ee,mc6002.mindchip.ee,2021-01-31 16:00:07+00:00,18,18,2,0,0,3.5032583347756456,1708.0
www.dckvmvtujanevtdd.work,www.dckvmvtujanevtdd.work,2024-09-18 09:51:07+00:00,25,25,2,0,0,3.7034651896016473,383.0
dc.xn--crsri-i9a45q.gov.in,dc.xn--crsri-i9a45q.gov.in,,26,26,3,3,0,3.921029621737615,
xn--hfeergo-ycd.com,xn--hfeergo-ycd.com,,19,19,1,3,0,3.6818808028034025,
pochtabank.wild88jackpot.top,pochtabank.wild88jackpot.top,2024-10-02 11:16:59+00:00,28,28,2,0,0,3.842370993177109,369.0
xn--icicilomad-k41ek1b.com,xn--icicilomad-k41ek1b.com,,26,26,1,3,0,3.8441065448145384,
xn--iccirulife-2sb8070g.com,xn--iccirulife-2sb8070g.com,,27,27,1,3,0,4.152492594515675,
xn--bankoflbaroa-gk4f.in,xn--bankoflbaroa-gk4f.in,,24,24,1,3,0,3.6572682296173893,
xn--ankofbarda-64b5039f.in,xn--ankofbarda-64b5039f.in,,26,26,1,3,0,3.997952698660692,
xn--sbiad-jya94p.com,xn--sbiad-jya94p.com,,20,20,1,3,0,3.9841837197791894,
xn--iciclomard-98a71p.com,xn--iciclomard-98a71p.com,,25,25,1,3,0,3.943465189601647,
xn--airl-2hb4974b.in,xn--airl-2hb4974b.in,,20,20,1,3,0,3.684183719779189,
geschaeftsbericht.vrbankmitte.de,geschaeftsbericht.vrbankmitte.de,,32,32,2,0,0,3.8871987351738495,
xn--obbanking-uec31w.com,xn--obbanking-uec31w.com,,24,24,1,3,0,3.938721875540867,
agrotoerisme.nl.ibiza4all.org,agrotoerisme.nl.ibiza4all.org,2023-08-02 15:15:53+00:00,29,29,3,0,0,3.7362801326109922,795.0
my.romhb.com,my.romhb.com,2024-09-04 23:36:53+00:00,12,12,2,0,0,2.8553885422075336,396.0
rdc658-f32-geolab.estatpharma.solutions,rdc658-f32-geolab.estatpharma.solutions,,39,39,2,2,0,4.458103180234289,
pt.oranchodosbichos.com.br,pt.oranchodosbichos.com.br,2018-05-23 00:00:00+00:00,26,26,3,0,0,3.580462199727102,2693.0
xn--icccareers-htd34i.com,xn--icccareers-htd34i.com,,25,25,1,3,0,3.893660689688186,
sberbank.avito.1wt8id9.dk-mc.com,sberbank.avito.1wt8id9.dk-mc.com,2025-04-29 12:51:37+00:00,32,32,4,1,0,4.1875,159.0
iam.cfnlaunchpadcanarytes.y55cyc.c4.kafka.eu-south-2.amazonaws.com,iam.cfnlaunchpadcanarytes.y55cyc.c4.kafka.eu-south-2.amazonaws.com,2005-08-18 02:10:45+00:00,66,66,7,2,0,4.252020068320614,7354.0
nalozhka.sberbank.old1.digitalserv.ru,nalozhka.sberbank.old1.digitalserv.ru,2020-08-14 06:44:11+00:00,37,37,4,0,0,4.087567554701195,1879.0
xn--cicilombad-vx2er1c.com,xn--cicilombad-vx2er1c.com,,26,26,1,3,0,3.902174814211728,
domchris-andco.familyds.net,domchris-andco.familyds.net,,27,27,2,1,0,3.986187965046303,
cpcalendars.freefromthegildedcage.com,cpcalendars.freefromthegildedcage.com,2014-10-24 01:47:06+00:00,37,37,2,0,0,3.864198297769022,4000.0
xn--iicicarers-o6a94c.com,xn--iicicarers-o6a94c.com,,25,25,1,3,0,3.7034651896016473,
order.doughbylicastrieltingville.com,order.doughbylicastrieltingville.com,2022-03-31 00:57:36+00:00,36,36,2,0,0,4.0514621540398,1285.0
xn--sbpay-dta80a.sbi,xn--sbpay-dta80a.sbi,,20,20,1,3,0,3.6464393446710157,
mail.derma-clinic-solutions-skin-cream.com,mail.derma-clinic-solutions-skin-cream.com,2023-09-20 21:19:15+00:00,42,42,2,4,0,3.83555366122509,746.0
4f149017ea57dc4891cc5fc3.9npru.mongodb.net,4f149017ea57dc4891cc5fc3.9npru.mongodb.net,2009-11-22 16:43:41+00:00,42,42,3,0,0,4.350068910616443,5796.0
mx001.alibi.fr,mx001.alibi.fr,2025-04-26 21:32:03.768866+00:00,14,14,2,0,0,3.3787834934861753,162.0
www.mkt-bank.omnihunter.net,www.mkt-bank.omnihunter.net,2017-05-19 18:08:49+00:00,27,27,3,1,0,3.7080481500712312,3061.0
xn--bobibakin-jlb27b.com,xn--bobibakin-jlb27b.com,,24,24,1,3,0,3.653107168362811,
ww38.superset.zsdcloud.xyz,ww38.superset.zsdcloud.xyz,2024-08-27 02:04:12+00:00,26,26,3,0,0,3.95006375643621,405.0
xn--onlnsbi-mya33d.sbi,xn--onlnsbi-mya33d.sbi,,22,22,1,3,0,3.6635327548042547,
ltvtribe.com.br,ltvtribe.com.br,2023-09-15 00:00:00+00:00,15,15,2,0,0,3.3735572622751855,752.0
xn--ciibank-deb7725d.com,xn--ciibank-deb7725d.com,,24,24,1,3,0,3.8868421881310113,
royalinternationalschoolofmusic.com,royalinternationalschoolofmusic.com,2025-05-15 19:06:15+00:00,35,35,1,0,0,3.7783055165122725,143.0
www.munichvolleyball.com,www.munichvolleyball.com,2025-10-03 13:44:07+00:00,24,24,2,0,0,3.720175521464345,2.0
tristatesbusinessfunding.com,tristatesbusinessfunding.com,2025-01-25 14:59:21+00:00,28,28,1,0,0,3.7404155298816324,253.0
xn--onlnsbi-j1c4607d.sbi,xn--onlnsbi-j1c4607d.sbi,,24,24,1,3,0,3.938721875540867,
www.myapps.nicki.se,www.myapps.nicki.se,2005-11-28 00:00:00+00:00,19,19,3,0,0,3.431623565847431,7252.0
icicidi2ect.com,icicidi2ect.com,,15,15,1,0,0,2.8402239289418523,
xn--yonobsiess-rdb88g.sbi,xn--yonobsiess-rdb88g.sbi,,25,25,1,3,0,3.623465189601647,
xn--tpnb-uva1286w.com,xn--tpnb-uva1286w.com,,21,21,1,3,0,4.070656113151928,
ta1rcnw2dwqtqucm2kxibnhtnjn1-8671539e4c271207b6fa1a68ab3c275c.eu3.myvolumio.org,ta1rcnw2dwqtqucm2kxibnhtnjn1-8671539e4c271207b6fa1a68ab3c275c.eu3.myvolumio.org,2015-12-05 20:32:26+00:00,79,79,3,1,0,4.900388071713582,3592.0
efbeccdafa882dcaacf36603.keenetic.io,efbeccdafa882dcaacf36603.keenetic.io,2017-10-05 15:12:18+00:00,36,36,2,0,0,3.837309211135726,2922.0
xn--olinesb-5ya26f.sbi,xn--olinesb-5ya26f.sbi,,22,22,1,3,0,3.8796640049025943,
xn--irtl-zna32a.in,xn--irtl-zna32a.in,,18,18,1,3,0,3.4193819456463714,
dc.xn--rsrgi-wua8l.gov.in,dc.xn--rsrgi-wua8l.gov.in,,25,25,3,3,0,3.943465189601647,
ic.icidirect.com,ic.icidirect.com,2000-02-27 19:23:09+00:00,16,16,2,0,0,2.875,9352.0
ww38.chat.miamibanquethallkendall.com,ww38.chat.miamibanquethallkendall.com,2023-07-26 18:53:02+00:00,37,37,3,0,0,4.0440637580947945,802.0
www.rds.drugstate.com,www.rds.drugstate.com,2003-08-27 15:00:42+00:00,21,21,3,0,0,3.558518613048906,8075.0
xn--iciilmbard-vbb3w.com,xn--iciilmbard-vbb3w.com,,24,24,1,3,0,3.823934896284056,
xn--silfe-eta9123c.co.in,xn--silfe-eta9123c.co.in,,24,24,2,3,0,3.970175521464345,
xn--pnbind-gua10q.in,xn--pnbind-gua10q.in,,20,20,1,3,0,3.584183719779189,
xn--bankofbard-b6a8003g.in,xn--bankofbard-b6a8003g.in,,26,26,1,3,0,3.8919954870390203,
ww38.qafjhxzib.nabytekkaba.cz,ww38.qafjhxzib.nabytekkaba.cz,2024-11-12 16:10:25+00:00,29,29,3,0,0,4.047299098426643,327.0
xn--sbiep-era011a.sbi,xn--sbiep-era011a.sbi,,21,21,1,3,0,3.594465636961452,
email.digisa.com.br,email.digisa.com.br,2023-11-16 00:00:00+00:00,19,19,3,0,0,3.5368867237421675,690.0
eppinternational.com,eppinternational.com,2011-05-09 10:57:37+00:00,20,20,1,0,0,3.484183719779189,5264.0
dc.xn--esorgi-py7b.gov.in,dc.xn--esorgi-py7b.gov.in,,25,25,3,3,0,3.943465189601647,
email.myallservices.com.au,email.myallservices.com.au,,26,26,3,0,0,3.5552690446481177,
mail.gibsonretriever.com,mail.gibsonretriever.com,2019-11-11 09:24:36+00:00,24,24,2,0,0,3.7406015629507223,2156.0
48bbae10416242f38400c024bc794dc5.plex.direct,48bbae10416242f38400c024bc794dc5.plex.direct,,44,44,2,0,0,4.237285311573267,
www.email.gharchaswaad.com,www.email.gharchaswaad.com,2020-10-13 11:52:57+00:00,26,26,3,0,0,3.53257325750262,1819.0
xn--icicbnk-d4a09a.com,xn--icicbnk-d4a09a.com,,22,22,1,3,0,3.7544418457133455,
xn--21--7cdb1dcbeyf6b4e.xn--p1ai,xn--21--7cdb1dcbeyf6b4e.xn--p1ai,,32,32,1,6,0,3.9056390622295662,
dashboard.nexuq.gdn,dashboard.nexuq.gdn,,19,19,2,0,0,3.6818808028034025,
dc.xn--crorg-foc8n.gov.in,dc.xn--crorg-foc8n.gov.in,,25,25,3,3,0,3.5328786893420308,
estatedebate.com,estatedebate.com,2020-11-10 19:26:46+00:00,16,16,1,0,0,3.077819531114783,1790.0
xn--iccicarers-6nb4s.com,xn--iccicarers-6nb4s.com,,24,24,1,3,0,3.720175521464345,
vyynvgvejsvtagbuufnshbyrzsfh.fis.pdx.test.prod.sadbirds.aws.dev,vyynvgvejsvtagbuufnshbyrzsfh.fis.pdx.test.prod.sadbirds.aws.dev,,63,63,7,0,0,4.197042178763073,
smtp.secure.admin.0140oivahyoophohbiid.a4ffiahoohuthaingahj.ing-ingdirect.frogg-services.webredirect.org,smtp.secure.admin.0140oivahyoophohbiid.a4ffiahoohuthaingahj.ing-ingdirect.frogg-services.webredirect.org,,104,104,8,2,0,4.381870927519611,
www.goreadthebible.net,www.goreadthebible.net,2025-08-04 14:58:07+00:00,22,22,2,0,0,3.6069367321753214,62.0
oddchapterbook.com,oddchapterbook.com,2025-08-04 08:32:11+00:00,18,18,1,0,0,3.5032583347756456,63.0
podcast-seo-baidu.fr,podcast-seo-baidu.fr,2022-03-20 11:54:41+00:00,20,20,1,2,0,3.8219280948873626,1296.0
xn--sbiard-5k7b.com,xn--sbiard-5k7b.com,,19,19,1,3,0,3.8924071185928764,
app.drinknicevice.com,app.drinknicevice.com,2024-09-18 18:39:42+00:00,21,21,2,0,0,3.558518613048906,382.0
forums.d.cavernicola.xyz,forums.d.cavernicola.xyz,2023-12-11 15:27:15+00:00,24,24,3,0,0,4.053508854797678,664.0
xn--hdfceg-gxa0231d.com,xn--hdfceg-gxa0231d.com,,23,23,1,3,0,3.9690016298759927,
xn--ciclbank-rud.com,xn--ciclbank-rud.com,,20,20,1,3,0,3.746439344671016,
allpossibilities.com,allpossibilities.com,2002-04-02 14:57:37+00:00,20,20,1,0,0,3.3464393446710154,8587.0
cpcalendars.vm01.techniczentrum.com,cpcalendars.vm01.techniczentrum.com,2014-11-25 15:03:35+00:00,35,35,3,0,0,4.08273471742809,3967.0
xn--hfcrgo-w2a4c.com,xn--hfcrgo-w2a4c.com,,20,20,1,3,0,3.746439344671016,
xn--banofbarod-3fb8180g.in,xn--banofbarod-3fb8180g.in,,26,26,1,3,0,3.8441065448145384,
xn--bnkfbaroda-3gb82g.in,xn--bnkfbaroda-3gb82g.in,,24,24,1,3,0,3.823934896284056,
xn--bbbanking-l8a02d.com,xn--bbbanking-l8a02d.com,,24,24,1,3,0,3.9072682296173893,
xn--itel-0cc6334b.in,xn--itel-0cc6334b.in,,20,20,1,3,0,3.684183719779189,
apnic-742.svc.tst.apnic.int,apnic-742.svc.tst.apnic.int,,27,27,4,1,0,3.531941205546658,
xn--sbpay-osa78x.sbi,xn--sbpay-osa78x.sbi,,20,20,1,3,0,3.5464393446710156,
accounts.xn--nngovclod-n6b.in,accounts.xn--nngovclod-n6b.in,,29,29,2,3,0,3.7623107361338706,
xn--sbicacl-x53c.com,xn--sbicacl-x53c.com,,20,20,1,3,0,3.584183719779189,
